Weight class,fighter1,fighter2,outcome,F1_Str,F2_Str,F1_Td,F2_Td,F1_Kd,F2_Kd,F1_Sub,F2_Sub
Lightweight,Mateusz Gamrot,Scott Holtzman,fighter1,39,10,2,0,1,0,0,0
Lightweight,John Makdessi,Ignacio Bahamondes,fighter1,124,112,0,0,0,0,0,0
Heavyweight,Jarjis Danho,Yorgan De Castro,fighter1,10,2,0,0,1,0,0,0
Bantamweight,Jack Shore,Hunter Azure,fighter1,36,45,6,0,0,0,0,1
Featherweight,Luis Saldana,Jordan Griffin,fighter1,36,33,0,4,0,0,1,2
Light Heavyweight,Da Woon Jung,William Knight,fighter1,28,17,8,0,0,0,0,0
Welterweight,Impa Kasanganay,Sasha Palatnikov,fighter1,13,13,2,0,0,0,1,0
Heavyweight,Francis Ngannou,Stipe Miocic,fighter1,36,12,1,0,2,0,0,0
Welterweight,Vicente Luque,Tyron Woodley,fighter1,25,18,0,0,0,0,1,0
Bantamweight,Sean O'Malley,Thomas Almeida,fighter1,86,25,0,1,2,0,0,0
Women's Flyweight,Miranda Maverick,Gillian Robertson,fighter1,71,27,3,2,0,0,0,1
Lightweight,Jamie Mullarkey,Khama Worthy,fighter1,6,5,0,0,1,0,0,0
Light Heavyweight,Alonzo Menifield,Fabio Cherant,fighter1,3,0,1,0,0,0,1,0
Welterweight,Abubakar Nurmagomedov,Jared Gooden,fighter1,60,43,1,0,0,0,0,0
Light Heavyweight,Michal Oleksiejczuk,Modestas Bukauskas,fighter1,56,58,0,0,0,0,0,0
Featherweight,Omar Morales,Shane Young,fighter1,69,46,2,1,0,0,0,0
Middleweight,Marc-Andre Barriault,Abu Azaitar,fighter1,141,108,0,0,1,0,0,0
Middleweight,Derek Brunson,Kevin Holland,fighter1,43,36,6,1,0,0,1,0
Welterweight,Max Griffin,Song Kenan,fighter1,17,14,0,0,1,0,0,0
Women's Strawweight,Montserrat Conejo Ruiz,Cheyanne Vlismas,fighter1,15,31,4,0,0,0,2,0
Bantamweight,Adrian Yanez,Gustavo Lopez,fighter1,41,23,0,0,2,0,0,0
Heavyweight,Tai Tuivasa,Harry Hunsucker,fighter1,14,2,0,0,1,0,0,0
Women's Bantamweight,Macy Chiasson,Marion Reneau,fighter1,51,30,1,2,0,0,0,0
Lightweight,Grant Dawson,Leonardo Santos,fighter1,46,30,1,1,0,0,0,0
Middleweight,Trevin Giles,Roman Dolidze,fighter1,27,32,1,1,0,0,1,2
Bantamweight,Montel Jackson,Jesse Strader,fighter1,15,14,0,0,2,0,0,0
Flyweight,Bruno Silva,JP Buys,fighter1,37,17,1,0,3,0,0,1
Welterweight,Leon Edwards,Belal Muhammad,No contest,19,8,0,0,0,0,0,0
Light Heavyweight,Ryan Spann,Misha Cirkunov,fighter1,16,5,0,0,1,0,0,0
Featherweight,Dan Ige,Gavin Tucker,fighter1,1,1,0,0,1,0,0,0
Bantamweight,Davey Grant,Jonathan Martinez,fighter1,48,29,0,0,1,1,0,0
Flyweight,Matheus Nicolau,Manel Kape,fighter1,55,61,2,0,0,0,1,0
Middleweight,Eryk Anders,Darren Stewart,No contest,43,15,3,0,1,0,0,0
Women's Strawweight,Angela Hill,Ashley Yoder,fighter1,77,34,1,2,0,0,0,0
Featherweight,Charles Jourdain,Marcelo Rojo,fighter1,106,74,0,1,2,0,0,0
Bantamweight,Rani Yahya,Ray Rodriguez,fighter1,8,3,2,0,0,0,1,0
Lightweight,Nasrat Haqparast,Rafa Garcia,fighter1,99,52,0,0,0,0,0,0
Women's Flyweight,JJ Aldrich,Cortney Casey,fighter1,45,55,4,0,0,0,0,0
Women's Strawweight,Jinh Yu Frey,Gloria de Paula,fighter1,24,31,2,0,0,0,2,0
Welterweight,Matthew Semelsberger,Jason Witt,fighter1,3,4,0,0,1,0,0,0
Light Heavyweight,Jan Blachowicz,Israel Adesanya,fighter1,107,78,3,0,0,0,0,0
Women's Featherweight,Amanda Nunes,Megan Anderson,fighter1,18,2,0,0,0,0,2,0
Bantamweight,Aljamain Sterling,Petr Yan,fighter1,97,86,1,7,0,1,0,0
Lightweight,Islam Makhachev,Drew Dober,fighter1,15,10,3,0,0,0,2,0
Light Heavyweight,Aleksandar Rakic,Thiago Santos,fighter1,36,49,0,0,0,0,0,0
Bantamweight,Dominick Cruz,Casey Kenney,fighter1,89,74,2,0,0,0,0,0
Bantamweight,Kyler Phillips,Song Yadong,fighter1,59,67,3,0,0,0,0,0
Flyweight,Askar Askarov,Joseph Benavidez,fighter1,58,46,5,0,0,0,0,0
Flyweight,Kai Kara-France,Rogerio Bontorin,fighter1,13,6,0,1,1,0,0,2
Flyweight,Tim Elliott,Jordan Espinosa,fighter1,25,13,4,0,0,0,0,0
Light Heavyweight,Kennedy Nzechukwu,Carlos Ulberg,fighter1,82,146,0,0,1,0,0,0
Welterweight,Sean Brady,Jake Matthews,fighter1,37,21,1,0,0,0,1,0
Women's Strawweight,Amanda Lemos,Livinha Souza,fighter1,29,1,0,0,2,0,0,0
Lightweight,Uros Medic,Aalon Cruz,fighter1,45,0,0,0,1,0,0,0
Bantamweight,Trevin Jones,Mario Bautista,fighter1,23,21,0,0,1,0,0,0
Heavyweight,Ciryl Gane,Jairzinho Rozenstruik,fighter1,102,42,2,0,0,0,0,0
Light Heavyweight,Magomed Ankalaev,Nikita Krylov,fighter1,43,47,3,1,0,0,0,0
Women's Flyweight,Montana De La Rosa,Mayra Bueno Silva,Draw,30,52,3,0,0,0,0,1
Bantamweight,Pedro Munhoz,Jimmie Rivera,fighter1,94,65,0,1,0,0,0,0
Featherweight,Alex Caceres,Kevin Croom,fighter1,48,16,1,1,0,0,1,0
Lightweight,Thiago Moises,Alexander Hernandez,fighter1,53,50,0,0,0,0,0,0
Women's Bantamweight,Alexis Davis,Sabina Mazo,fighter1,49,64,3,0,0,0,0,0
Bantamweight,Ronnie Lawrence,Vince Cachero,fighter1,77,15,8,0,0,0,0,1
Light Heavyweight,Dustin Jacoby,Maxim Grishin,fighter1,57,66,0,0,0,2,0,0
Heavyweight,Derrick Lewis,Curtis Blaydes,fighter1,7,28,0,0,1,0,0,0
Women's Bantamweight,Yana Santos,Ketlen Vieira,fighter1,47,7,0,3,0,0,0,0
Featherweight,Darrick Minner,Charles Rosa,fighter1,45,15,4,0,1,0,3,2
Heavyweight,Chris Daukaus,Aleksei Oleinik,fighter1,34,5,0,0,0,0,0,0
Middleweight,Phil Hawes,Nassourdine Imavov,fighter1,31,57,4,0,0,0,0,0
Heavyweight,Tom Aspinall,Andrei Arlovski,fighter1,37,20,1,0,0,0,1,0
Featherweight,Jared Gordon,Danny Chavez,fighter1,82,39,2,1,0,0,0,0
Bantamweight,John Castaneda,Eddie Wineland,fighter1,42,17,0,1,1,0,0,0
Featherweight,Julian Erosa,Nate Landwehr,fighter1,15,9,0,0,1,0,0,0
Women's Flyweight,Casey O'Neill,Shana Dobson,fighter1,49,16,4,0,0,0,1,0
Bantamweight,Aiemann Zahabi,Drako Rodriguez,fighter1,9,11,0,0,1,0,0,0
Heavyweight,Serghei Spivac,Jared Vanderaa,fighter1,51,13,3,0,0,0,0,0
Welterweight,Kamaru Usman,Gilbert Burns,fighter1,83,45,0,0,2,0,0,0
Women's Flyweight,Alexa Grasso,Maycee Barber,fighter1,38,40,0,3,0,0,1,0
Middleweight,Kelvin Gastelum,Ian Heinisch,fighter1,38,27,6,1,0,0,0,2
Featherweight,Ricky Simon,Brian Kelleher,fighter1,45,19,6,0,0,0,1,0
Middleweight,Julian Marquez,Maki Pitolo,fighter1,41,32,0,5,0,0,4,1
Middleweight,Anthony Hernandez,Rodolfo Vieira,fighter1,32,9,0,4,0,0,2,0
Welterweight,Belal Muhammad,Dhiego Lima,fighter1,129,69,1,0,0,0,0,0
Women's Strawweight,Polyana Viana,Mallory Martin,fighter1,4,5,0,1,0,0,5,0
Catch Weight,Chris Gutierrez,Andre Ewell,fighter1,69,59,1,1,1,0,0,1
Welterweight,Gabe Green,Phil Rowe,fighter1,70,42,2,2,2,0,1,0
Heavyweight,Alexander Volkov,Alistair Overeem,fighter1,54,10,0,0,1,0,0,0
Bantamweight,Cory Sandhagen,Frankie Edgar,fighter1,2,2,0,0,1,0,0,0
Lightweight,Clay Guida,Michael Johnson,fighter1,49,58,3,0,0,0,1,0
Flyweight,Alexandre Pantoja,Manel Kape,fighter1,74,49,0,2,0,0,0,0
Lightweight,Beneil Dariush,Diego Ferreira,fighter1,62,54,5,0,0,0,0,0
Light Heavyweight,Danilo Marques,Mike Rodriguez,fighter1,29,16,4,0,0,0,2,0
Catch Weight,Devonte Smith,Justin Jaynes,fighter1,34,11,1,0,0,0,1,0
Women's Bantamweight,Karol Rosa,Joselyne Edwards,fighter1,57,38,4,1,0,0,0,0
Women's Flyweight,Lara Procopio,Molly McCann,fighter1,36,37,7,0,0,0,1,1
Featherweight,SeungWoo Choi,Youssef Zalal,fighter1,41,23,2,3,0,0,0,1
Featherweight,Timur Valiev,Martin Day,fighter1,55,8,4,0,0,0,0,0
Featherweight,Ode Osbourne,Jerome Rivera,fighter1,5,2,0,0,1,0,0,0
Lightweight,Dustin Poirier,Conor McGregor,fighter1,48,29,1,0,1,0,0,0
Lightweight,Michael Chandler,Dan Hooker,fighter1,17,8,0,0,1,0,0,0
Women's Flyweight,Joanne Wood,Jessica Eye,fighter1,148,77,1,1,0,0,0,0
Middleweight,Makhmud Muradov,Andrew Sanchez,fighter1,79,48,0,0,0,0,0,0
Women's Strawweight,Marina Rodriguez,Amanda Ribas,fighter1,15,7,0,1,1,0,0,0
Lightweight,Arman Tsarukyan,Matt Frevola,fighter1,50,16,10,0,0,0,0,0
Middleweight,Brad Tavares,Antonio Carlos Junior,fighter1,54,34,0,1,0,0,0,0
Women's Bantamweight,Julianna Pena,Sara McMann,fighter1,38,21,1,3,0,0,1,0
Light Heavyweight,Marcin Prachnio,Khalil Rountree Jr.,fighter1,102,49,0,0,0,0,0,0
Catch Weight,Movsar Evloev,Nik Lentz,fighter1,82,46,2,1,0,0,0,2
Flyweight,Amir Albazi,Zhalgas Zhumagulov,fighter1,68,59,2,1,0,0,0,0
Welterweight,Michael Chiesa,Neil Magny,fighter1,24,12,4,1,0,0,0,1
Welterweight,Warlley Alves,Mounir Lazzez,fighter1,17,2,1,0,1,0,0,0
Light Heavyweight,Ike Villanueva,Vinicius Moreira,fighter1,24,24,0,0,1,0,0,0
Women's Flyweight,Viviane Araujo,Roxanne Modafferi,fighter1,86,46,4,0,0,0,1,0
Flyweight,Matt Schnell,Tyson Nam,fighter1,85,58,0,0,0,0,0,0
Featherweight,Lerone Murphy,Douglas Silva de Andrade,fighter1,48,39,1,1,0,0,0,0
Middleweight,Omari Akhmedov,Tom Breese,fighter1,25,1,2,0,0,0,1,3
Bantamweight,Ricky Simon,Gaetano Pirrello,fighter1,17,6,7,0,0,0,1,0
Flyweight,Sumudaerji,Zarrukh Adashev,fighter1,50,28,0,0,0,0,0,0
Middleweight,Dalcha Lungiambula,Markus Perez,fighter1,29,25,1,0,0,0,0,1
Flyweight,Francisco Figueiredo,Jerome Rivera,fighter1,29,31,4,0,0,0,0,0
Lightweight,Mike Davis,Mason Jones,fighter1,108,117,3,1,0,0,0,0
Bantamweight,Umar Nurmagomedov,Sergey Morozov,fighter1,25,7,5,0,0,0,1,0
Women's Flyweight,Manon Fiorot,Victoria Leonardo,fighter1,53,17,1,0,0,0,0,0
Featherweight,Max Holloway,Calvin Kattar,fighter1,445,133,0,0,0,0,0,0
Welterweight,Carlos Condit,Matt Brown,fighter1,39,28,2,1,0,0,0,0
Welterweight,Li Jingliang,Santiago Ponzinibbio,fighter1,21,11,0,0,1,0,0,0
Middleweight,Alessio Di Chirico,Joaquin Buckley,fighter1,12,3,0,0,1,0,0,0
Middleweight,Punahele Soriano,Dusko Todorovic,fighter1,30,22,0,0,2,0,0,0
Women's Bantamweight,Joselyne Edwards,Wu Yanan,fighter1,88,58,0,1,0,0,1,0
Heavyweight,Carlos Felipe,Justin Tafa,fighter1,77,86,0,0,0,0,0,0
Welterweight,Ramazan Emeev,David Zawada,fighter1,53,44,4,1,0,0,0,0
Women's Bantamweight,Vanessa Melo,Sarah Moras,fighter1,56,44,0,0,0,0,0,0
Featherweight,Austin Lingo,Jacob Kilburn,fighter1,95,64,1,1,1,0,0,1
Welterweight,Stephen Thompson,Geoff Neal,fighter1,171,85,0,0,0,0,0,0
Bantamweight,Jose Aldo,Marlon Vera,fighter1,44,46,0,0,0,0,0,0
Welterweight,Michel Pereira,Khaos Williams,fighter1,44,55,2,0,0,0,1,0
Bantamweight,Rob Font,Marlon Moraes,fighter1,30,9,0,2,1,0,0,0
Heavyweight,Marcin Tybura,Greg Hardy,fighter1,51,50,1,0,0,0,0,0
Welterweight,Anthony Pettis,Alex Morono,fighter1,50,31,0,1,0,0,0,0
Women's Bantamweight,Pannie Kianzad,Sijara Eubanks,fighter1,92,49,0,2,0,0,0,0
Catch Weight,Deron Winn,Antonio Arroyo,fighter1,20,45,12,0,0,0,0,0
Women's Flyweight,Taila Santos,Gillian Robertson,fighter1,27,9,1,0,0,0,1,1
Middleweight,Tafon Nchukwi,Jamie Pickett,fighter1,120,40,0,1,1,0,0,0
Flyweight,Jimmy Flick,Cody Durden,fighter1,6,21,0,2,0,0,1,0
Catch Weight,Christos Giagos,Carlton Minus,fighter1,31,28,5,0,0,0,0,0
Flyweight,Deiveson Figueiredo,Brandon Moreno,Draw,137,132,2,4,0,0,0,0
Lightweight,Charles Oliveira,Tony Ferguson,fighter1,41,19,3,0,0,0,3,0
Women's Strawweight,Mackenzie Dern,Virna Jandiroba,fighter1,82,63,0,1,0,0,0,0
Middleweight,Kevin Holland,Jacare Souza,fighter1,15,2,0,2,0,0,0,0
Heavyweight,Ciryl Gane,Junior Dos Santos,fighter1,59,10,0,0,1,0,0,0
Featherweight,Cub Swanson,Daniel Pineda,fighter1,46,21,1,1,2,0,0,1
Lightweight,Rafael Fiziev,Renato Moicano,fighter1,21,15,0,0,1,0,0,0
Featherweight,Gavin Tucker,Billy Quarantillo,fighter1,106,84,7,0,0,0,0,0
Women's Strawweight,Tecia Pennington,Sam Hughes,fighter1,52,20,1,0,0,0,0,0
Featherweight,Chase Hooper,Peter Barrett,fighter1,57,48,0,0,0,0,2,0
Middleweight,Marvin Vettori,Jack Hermansson,fighter1,164,122,0,2,1,0,1,0
Light Heavyweight,Jamahal Hill,Ovince Saint Preux,fighter1,68,36,0,0,0,0,0,0
Lightweight,Gabriel Benitez,Justin Jaynes,fighter1,38,22,0,0,1,0,0,0
Light Heavyweight,Roman Dolidze,John Allan,fighter1,51,29,3,1,0,0,3,0
Lightweight,Jordan Leavitt,Matt Wiman,fighter1,1,0,1,0,0,0,0,0
Bantamweight,Louis Smolka,Jose Quinonez,fighter1,59,43,3,2,0,0,0,0
Featherweight,Ilia Topuria,Damon Jackson,fighter1,31,16,0,0,1,0,0,0
Heavyweight,Jake Collier,Gian Villante,fighter1,123,80,0,0,0,0,0,0
Light Heavyweight,Anthony Smith,Devin Clark,fighter1,1,1,1,0,0,0,1,0
Welterweight,Miguel Baeza,Takashi Sato,fighter1,40,15,1,0,0,0,1,0
Heavyweight,Parker Porter,Josh Parisian,fighter1,126,114,2,0,0,0,1,0
Featherweight,Bill Algeo,Spike Carlyle,fighter1,70,23,1,4,0,0,0,1
Women's Bantamweight,Norma Dumont,Ashlee Evans-Smith,fighter1,94,42,2,0,1,0,0,0
Featherweight,Jonathan Pearce,Kai Kamaka,fighter1,51,47,5,1,0,0,1,1
Bantamweight,Anderson Dos Santos,Martin Day,fighter1,11,9,1,1,0,0,1,0
Women's Flyweight,Gina Mazany,Rachael Ostovich,fighter1,72,41,7,0,1,0,1,0
Flyweight,Sumudaerji,Malcolm Gordon,fighter1,9,0,0,0,1,0,0,0
Catch Weight,Nate Maness,Luke Sanders,fighter1,33,55,1,0,1,0,1,0
Flyweight,Deiveson Figueiredo,Alex Perez,fighter1,5,6,0,0,0,0,1,0
Women's Flyweight,Valentina Shevchenko,Jennifer Maia,fighter1,62,36,5,1,0,0,0,0
Welterweight,Tim Means,Mike Perry,fighter1,128,64,0,1,0,0,0,2
Women's Flyweight,Katlyn Cerminara,Cynthia Calvillo,fighter1,69,60,0,1,0,0,0,0
Light Heavyweight,Paul Craig,Mauricio Rua,fighter1,29,10,4,0,0,0,0,0
Flyweight,Brandon Moreno,Brandon Royval,fighter1,16,17,2,0,0,0,2,0
Middleweight,Joaquin Buckley,Jordan Wright,fighter1,43,18,0,0,2,0,0,0
Women's Flyweight,Antonina Shevchenko,Ariane da Silva,fighter1,39,15,1,0,0,0,0,0
Welterweight,Nicolas Dalby,Daniel Rodriguez,fighter1,50,83,0,0,0,0,0,0
Welterweight,Alan Jouban,Jared Gooden,fighter1,168,100,0,1,0,0,2,0
Middleweight,Kyle Daukaus,Dustin Stoltzfus,fighter1,64,32,2,0,0,0,1,0
Welterweight,Sasha Palatnikov,Louis Cosce,fighter1,125,99,1,1,0,1,0,0
Lightweight,Rafael Dos Anjos,Paul Felder,fighter1,92,98,6,1,0,0,0,0
Welterweight,Khaos Williams,Abdul Razak Alhassan,fighter1,5,2,0,0,1,0,0,0
Women's Strawweight,Ashley Yoder,Miranda Granger,fighter1,26,33,2,0,0,0,3,0
Catch Weight,Sean Strickland,Brendan Allen,fighter1,94,51,1,0,1,0,0,0
Women's Strawweight,Cory McKenna,Kay Hansen,fighter1,57,67,0,2,0,0,0,2
Women's Strawweight,Kanako Murata,Randa Markos,fighter1,29,29,4,0,0,0,2,0
Bantamweight,Tony Gravely,Geraldo de Freitas,fighter1,49,76,7,1,0,0,0,0
Welterweight,Alex Morono,Rhys McKee,fighter1,176,124,3,0,0,0,0,0
Heavyweight,Don'Tale Mayes,Roque Martinez,fighter1,59,58,1,1,0,0,0,0
Light Heavyweight,Glover Teixeira,Thiago Santos,fighter1,46,40,4,0,0,1,2,0
Heavyweight,Andrei Arlovski,Tanner Boser,fighter1,34,68,0,0,0,0,0,0
Bantamweight,Raoni Barcelos,Khalid Taha,fighter1,120,49,2,0,0,0,1,0
Featherweight,Giga Chikadze,Jamey Simmons,fighter1,8,2,0,0,1,0,0,0
Women's Strawweight,Yan Xiaonan,Claudia Gadelha,fighter1,74,36,0,2,0,0,0,0
Middleweight,Trevin Giles,Bevon Lewis,fighter1,38,26,1,0,2,0,0,0
Heavyweight,Alexandr Romanov,Marcos Rogerio de Lima,fighter1,6,18,2,0,0,0,1,0
Featherweight,Darren Elkins,Eduardo Garagorri,fighter1,32,36,7,0,0,0,1,0
Welterweight,Max Griffin,Ramiz Brahimaj,fighter1,74,45,0,0,0,0,0,0
Bantamweight,Gustavo Lopez,Anthony Birchak,fighter1,26,17,2,0,0,0,1,0
Middleweight,Uriah Hall,Anderson Silva,fighter1,60,53,0,0,2,0,0,0
Featherweight,Bryce Mitchell,Andre Fili,fighter1,46,27,7,0,0,0,1,0
Heavyweight,Greg Hardy,Maurice Greene,fighter1,46,17,1,0,1,0,0,0
Middleweight,Kevin Holland,Charlie Ontiveros,fighter1,11,2,2,0,0,0,0,0
Lightweight,Thiago Moises,King Green,fighter1,42,85,2,2,0,0,1,0
Lightweight,Alexander Hernandez,Chris Gruetzemacher,fighter1,29,8,0,0,1,0,0,0
Bantamweight,Adrian Yanez,Victor Rodriguez,fighter1,17,6,0,0,1,0,0,0
Middleweight,Sean Strickland,Jack Marshman,fighter1,106,48,0,0,0,0,0,0
Welterweight,Jason Witt,Cole Williams,fighter1,20,1,2,0,0,0,1,0
Light Heavyweight,Dustin Jacoby,Justin Ledet,fighter1,22,10,0,0,2,0,0,0
Bantamweight,Miles Johns,Kevin Natividad,fighter1,48,33,0,0,1,0,0,0
Lightweight,Khabib Nurmagomedov,Justin Gaethje,fighter1,26,29,2,0,0,0,1,0
Middleweight,Robert Whittaker,Jared Cannonier,fighter1,69,53,0,0,1,0,0,0
Heavyweight,Alexander Volkov,Walt Harris,fighter1,45,16,0,0,0,0,0,0
Middleweight,Phil Hawes,Jacob Malkoun,fighter1,7,0,0,0,1,0,0,0
Women's Flyweight,Lauren Murphy,Liliya Shakirova,fighter1,22,23,1,0,0,0,1,0
Light Heavyweight,Magomed Ankalaev,Ion Cutelaba,fighter1,21,11,0,0,2,0,0,0
Heavyweight,Tai Tuivasa,Stefan Struve,fighter1,27,13,0,0,1,0,0,0
Catch Weight,Casey Kenney,Nathaniel Wood,fighter1,123,136,2,0,0,0,0,0
Welterweight,Shavkat Rakhmonov,Alex Oliveira,fighter1,13,9,0,0,0,0,1,0
Light Heavyweight,Da Woon Jung,Sam Alvey,Draw,56,59,0,0,1,0,0,0
Women's Flyweight,Miranda Maverick,Liana Jojua,fighter1,49,30,0,0,0,0,0,0
Lightweight,Joel Alvarez,Alexander Yakovlev,fighter1,4,1,0,1,0,0,2,0
Featherweight,Brian Ortega,Chan Sung Jung,fighter1,127,62,3,0,2,0,0,0
Women's Flyweight,Jessica Andrade,Katlyn Cerminara,fighter1,28,19,2,0,1,0,0,0
Light Heavyweight,Jimmy Crute,Modestas Bukauskas,fighter1,17,7,0,0,2,0,0,0
Welterweight,James Krause,Claudio Silva,fighter1,94,64,0,2,0,0,0,0
Featherweight,Jonathan Martinez,Thomas Almeida,fighter1,73,64,0,0,0,0,0,0
Lightweight,Guram Kutateladze,Mateusz Gamrot,fighter1,37,52,0,5,1,0,0,0
Women's Flyweight,Gillian Robertson,Poliana Botelho,fighter1,57,22,3,0,0,0,0,0
Middleweight,JunYong Park,John Phillips,fighter1,10,5,4,0,0,0,0,0
Lightweight,Fares Ziam,Jamie Mullarkey,fighter1,47,20,1,5,0,0,0,0
Light Heavyweight,Maxim Grishin,Gadzhimurad Antigulov,fighter1,34,12,1,1,0,0,0,0
Bantamweight,Said Nurmagomedov,Mark Striegl,fighter1,18,3,0,0,0,0,0,0
Bantamweight,Cory Sandhagen,Marlon Moraes,fighter1,38,14,0,1,1,0,0,0
Featherweight,Edson Barboza,Makwan Amirkhani,fighter1,32,11,0,3,2,0,1,0
Heavyweight,Marcin Tybura,Ben Rothwell,fighter1,94,89,1,0,0,0,0,0
Middleweight,Dricus Du Plessis,Markus Perez,fighter1,26,14,0,0,1,0,0,0
Heavyweight,Tom Aspinall,Alan Baudot,fighter1,16,3,1,0,0,0,0,0
Featherweight,Ilia Topuria,Youssef Zalal,fighter1,13,17,5,0,0,0,5,1
Middleweight,Tom Breese,KB Bhullar,fighter1,17,2,0,0,1,0,0,0
Heavyweight,Chris Daukaus,Rodrigo Nascimento,fighter1,13,1,0,0,2,0,0,0
Middleweight,Joaquin Buckley,Impa Kasanganay,fighter1,29,28,1,0,1,0,0,0
Bantamweight,Tony Kelley,Ali AlQaisi,fighter1,23,29,0,5,0,0,4,1
Featherweight,Giga Chikadze,Omar Morales,fighter1,65,34,0,0,1,0,0,0
Women's Bantamweight,Tracy Cortez,Stephanie Egger,fighter1,20,10,3,1,0,0,0,0
Flyweight,Tagir Ulanbekov,Bruno Silva,fighter1,46,47,5,4,0,0,0,0
Women's Bantamweight,Holly Holm,Irene Aldana,fighter1,154,69,5,0,0,0,0,0
Heavyweight,Carlos Felipe,Yorgan De Castro,fighter1,78,48,0,0,0,0,0,0
Women's Bantamweight,Germaine de Randamie,Julianna Pena,fighter1,37,27,0,3,0,0,2,0
Bantamweight,Kyler Phillips,Cameron Else,fighter1,32,11,2,0,0,0,0,0
Middleweight,Dusko Todorovic,Dequan Townsend,fighter1,85,13,1,0,0,0,0,0
Welterweight,Carlos Condit,Court McGee,fighter1,88,84,0,0,1,0,0,0
Featherweight,Charles Jourdain,Josh Culibao,Draw,44,46,0,0,0,1,3,0
Middleweight,Nassourdine Imavov,Jordan Williams,fighter1,68,30,1,0,0,0,4,0
Women's Strawweight,Loma Lookboonmee,Jinh Yu Frey,fighter1,80,26,0,1,0,0,0,0
Bantamweight,Casey Kenney,Alatengheili,fighter1,109,46,0,0,0,0,0,0
Lightweight,Luigi Vendramini,Jessin Ayari,fighter1,13,2,0,0,1,0,0,0
Middleweight,Israel Adesanya,Paulo Costa,fighter1,55,12,0,0,1,0,0,0
Light Heavyweight,Jan Blachowicz,Dominick Reyes,fighter1,41,21,0,0,1,0,0,0
Flyweight,Brandon Royval,Kai Kara-France,fighter1,39,22,0,0,2,1,1,0
Women's Bantamweight,Ketlen Vieira,Sijara Eubanks,fighter1,68,69,2,0,0,0,0,0
Featherweight,Hakeem Dawodu,Zubaira Tukhugov,fighter1,69,35,0,1,0,0,0,0
Lightweight,Brad Riddell,Alex Da Silva,fighter1,67,54,1,3,0,0,0,1
Welterweight,Jake Matthews,Diego Sanchez,fighter1,72,25,1,0,1,0,0,0
Featherweight,Ludovit Klein,Shane Young,fighter1,9,4,0,0,1,0,0,0
Light Heavyweight,William Knight,Aleksa Camur,fighter1,38,17,4,1,0,0,1,0
Heavyweight,Juan Espino,Jeff Hughes,fighter1,10,0,5,0,0,0,1,0
Light Heavyweight,Danilo Marques,Khadis Ibragimov,fighter1,16,19,4,0,0,0,0,1
Welterweight,Colby Covington,Tyron Woodley,fighter1,78,34,3,1,0,0,0,0
Welterweight,Donald Cerrone,Niko Price,No contest,113,150,0,0,0,0,0,0
Middleweight,Khamzat Chimaev,Gerald Meerschaert,fighter1,4,0,0,0,1,0,0,0
Light Heavyweight,Johnny Walker,Ryan Spann,fighter1,26,7,0,2,0,2,0,0
Women's Strawweight,Mackenzie Dern,Randa Markos,fighter1,9,3,0,0,0,0,5,0
Middleweight,Kevin Holland,Darren Stewart,fighter1,74,57,0,3,0,0,0,0
Flyweight,David Dvorak,Jordan Espinosa,fighter1,68,50,0,0,0,0,0,0
Featherweight,Damon Jackson,Mirsad Bektic,fighter1,12,13,0,7,0,0,7,0
Women's Flyweight,Mayra Bueno Silva,Mara Romero Borella,fighter1,2,6,0,1,0,0,1,0
Women's Bantamweight,Jessica-Rose Clark,Sarah Alpar,fighter1,76,12,1,2,0,0,0,0
Featherweight,Darrick Minner,TJ Laramie,fighter1,15,0,0,0,0,0,1,0
Bantamweight,Randy Costa,Journey Newson,fighter1,4,1,0,0,1,0,0,0
Bantamweight,Andre Ewell,Irwin Rivera,fighter1,123,81,0,1,0,0,0,0
Bantamweight,Tyson Nam,Jerome Rivera,fighter1,36,30,0,0,1,0,0,0
Women's Strawweight,Michelle Waterson-Gomez,Angela Hill,fighter1,128,131,1,0,0,0,0,0
Lightweight,Ottman Azaitar,Khama Worthy,fighter1,16,1,0,0,0,0,0,0
Women's Flyweight,Roxanne Modafferi,Andrea Lee,fighter1,60,97,4,3,0,0,0,0
Light Heavyweight,Ed Herman,Mike Rodriguez,fighter1,40,89,2,0,0,2,1,0
Lightweight,King Green,Alan Patrick,fighter1,61,19,4,1,0,0,0,0
Featherweight,Billy Quarantillo,Kyle Nelson,fighter1,79,56,2,0,1,0,0,0
Women's Bantamweight,Sijara Eubanks,Julia Avila,fighter1,53,34,3,1,0,0,3,0
Lightweight,Roosevelt Roberts,Kevin Croom,No contest,2,5,0,0,0,1,0,1
Heavyweight,Alexandr Romanov,Roque Martinez,fighter1,55,7,4,0,0,0,2,0
Catch Weight,Jalin Turner,Brok Weaver,fighter1,66,56,1,1,2,0,1,0
Welterweight,Bryan Barberena,Anthony Ivy,fighter1,63,36,0,5,0,0,2,0
Women's Flyweight,Sabina Mazo,Justine Kish,fighter1,131,93,0,1,1,0,1,0
Heavyweight,Alistair Overeem,Augusto Sakai,fighter1,92,99,3,0,0,0,0,0
Light Heavyweight,Ovince Saint Preux,Alonzo Menifield,fighter1,33,19,0,0,1,0,0,0
Welterweight,Michel Pereira,Zelim Imadaev,fighter1,88,23,1,0,0,0,1,0
Middleweight,Andre Muniz,Bartosz Fabinski,fighter1,4,5,0,1,0,0,2,0
